order,family,species.vertlife,sex,year,yrend,totallength
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1933,1934,228.6
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1933,1934,241.3
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1933,1934,247.65
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1932,1934,225
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1932,1934,247
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1932,1934,234.95
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1920,1924,243.8
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1920,1924,249.2375
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1920,1924,247.65
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1918,1919,229
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1917,1919,250.95
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1912,1914,226.06
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1911,1914,228.6
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1910,1914,240.03
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1909,1909,233.7
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1908,1909,234.95
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1908,1909,223.52
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1904,1904,239.776
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1903,1904,241.3
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1903,1904,246.126
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1901,1904,217.424
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1901,1904,233.172
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1901,1904,231.648
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1901,1904,227.076
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1900,1904,250.698
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1899,1899,231.14
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1898,1899,234.95
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1898,1899,242.824
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1898,1899,226.06
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1895,1899,241.3
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1895,1899,246.126
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1893,1894,234.95
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1889,1889,250.825
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1889,1889,228.6
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1888,1889,222.25
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,female,1885,1889,215.9
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1884,1884,254
PASSERIFORMES,ICTERIDAE,Euphagus_cyanocephalus,male,1880,1884,220
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2015,2017,251
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2015,2017,271
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,253
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2014,2017,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,212
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2014,2017,247
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,243
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2014,2017,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2014,2017,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,241.3
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2013,2017,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,239
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,251
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2013,2017,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,266
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2013,2017,286
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2013,2017,256
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2013,2017,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,279
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2012,2012,282
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,246
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,256
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,245
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,271
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,253
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2011,2012,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,271
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2011,2012,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2009,2012,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2008,2012,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2008,2012,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2007,2007,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2007,2007,253
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2006,2007,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2006,2007,248
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2005,2007,221
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2005,2007,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2005,2007,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2005,2007,225
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2005,2007,238
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2005,2007,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2004,2007,245
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2003,2007,244
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2003,2007,251
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2001,2002,241
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2000,2002,215
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2000,2002,281
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1998,2002,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1998,2002,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1997,1997,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1997,1997,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1997,1997,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1997,1997,241
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1996,1997,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1996,1997,247
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1995,1997,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1995,1997,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1995,1997,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1995,1997,289
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1995,1997,248
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1995,1997,246
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1994,1997,244
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1994,1997,282
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1994,1997,249
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1994,1997,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1993,1997,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1993,1997,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1993,1997,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1993,1997,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1992,1992,277
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1992,1992,253
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1991,1992,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1991,1992,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1991,1992,267
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1991,1992,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1990,1992,249
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1990,1992,271
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1990,1992,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1990,1992,235
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1990,1992,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1989,1992,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1989,1992,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1989,1992,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1988,1992,261
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1987,1987,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1986,1987,245
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1986,1987,282
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1985,1987,292
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1984,1987,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1983,1987,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1979,1982,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1977,1977,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1977,1977,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1976,1977,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1974,1977,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1973,1977,240
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1972,1972,244
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1971,1972,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1970,1972,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1970,1972,256
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1969,1972,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1969,1972,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1969,1972,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1969,1972,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1968,1972,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1968,1972,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1968,1972,292
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1968,1972,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1967,1967,256
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1967,1967,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1967,1967,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1966,1967,243
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1966,1967,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1966,1967,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1966,1967,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1966,1967,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1962,1962,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1961,1962,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,276.86
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,260.35
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,273
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1958,1962,290
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1958,1962,287
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,288
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1958,1962,288
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1957,1957,259
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1957,1957,281
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1956,1957,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1956,1957,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1955,1957,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1955,1957,243
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1954,1957,258
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1952,1952,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1952,1952,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1952,1952,294
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1952,1952,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1951,1952,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1950,1952,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1950,1952,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1950,1952,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1950,1952,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1950,1952,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1950,1952,270.002
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1950,1952,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1948,1952,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1948,1952,257.175
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1947,1947,252
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1947,1947,259
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1945,1947,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1945,1947,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1944,1947,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1944,1947,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1944,1947,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1944,1947,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1943,1947,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1943,1947,274
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1941,1942,274
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1940,1942,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1940,1942,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1940,1942,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1940,1942,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1940,1942,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,284
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,274
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1939,1942,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1939,1942,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,236
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,267
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1939,1942,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1939,1942,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1938,1942,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1938,1942,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1938,1942,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1938,1942,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1938,1942,269
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1938,1942,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1938,1942,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1937,1937,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1937,1937,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1937,1937,266
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1937,1937,281
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1936,1937,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1936,1937,285
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1936,1937,238
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1936,1937,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1936,1937,288
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1935,1937,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1935,1937,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1935,1937,257
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1935,1937,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1934,1937,251
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1934,1937,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1933,1937,230
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1933,1937,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1933,1937,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1933,1937,262
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1932,1932,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1932,1932,279
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1932,1932,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1931,1932,306
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,304
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,255
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,249
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,267
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1931,1932,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1931,1932,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1930,1932,274
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1929,1932,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1929,1932,261
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1929,1932,273
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1929,1932,267
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1927,1927,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1927,1927,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1925,1927,260.35
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1925,1927,248
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1925,1927,275
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1924,1927,290.83
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1924,1927,259.1
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1922,1922,260
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1922,1922,250
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1918,1922,285.75
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1918,1922,278.89
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1917,1917,276.225
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1917,1917,305
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1914,1917,263
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1914,1917,292.1
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1913,1917,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1911,1912,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1910,1912,291
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1910,1912,264
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1909,1912,270.51
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1908,1912,272
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1906,1907,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1906,1907,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1905,1907,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1904,1907,261.62
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1902,1902,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1902,1902,274.574
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1901,1902,266
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1901,1902,260.35
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1901,1902,273.05
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1901,1902,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1901,1902,269.748
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1901,1902,260.35
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1900,1902,297.18
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1898,1902,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1898,1902,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1898,1902,273.05
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1896,1897,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1895,1897,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1895,1897,260.35
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1895,1897,263.398
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1894,1897,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1894,1897,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1894,1897,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1893,1897,273.05
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1893,1897,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1893,1897,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1893,1897,280
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1893,1897,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1891,1892,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1891,1892,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1891,1892,266.7
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1890,1892,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,,1889,1892,270
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1889,1892,268
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1888,1892,254
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1887,1887,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,1886,1887,279.4
FALCONIFORMES,FALCONIDAE,Falco_sparverius,male,2012,2012,245
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,2008,2012,235
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1953,1957,265
FALCONIFORMES,FALCONIDAE,Falco_sparverius,female,1945,1947,247
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,female,2014,2018,120
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2014,2018,106
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2013,2013,114
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2013,2013,119
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2013,2013,112
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,,2013,2013,112
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2012,2013,113
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2012,2013,111
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2012,2013,116
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,,2012,2013,116
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2011,2013,116
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2011,2013,112
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2011,2013,108
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2011,2013,112
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2011,2013,111
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,female,2010,2013,105
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2010,2013,120
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2009,2013,118
PASSERIFORMES,PARULIDAE,Geothlypis_trichas,male,2009,2013,113
